ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.21073008849557523,0.42350174978127736,0.35372680184888394,0.9761838657958085,0.27655456085168156,0.6432480009054017,0.061612200345808714,-1.425669796099942,-1.1323614249781304
